MAG_ID	Completeness	Contamination	Contigs_num	tRNA_num	rRNA_num	Quality
F5122_bin_47	53.33	0.88	253	16	0	Medium-quality
F5184_bin_63	53.33	2.23	230	7	0	Medium-quality
F5447_bin_23	53.33	1.08	546	14	0	Medium-quality
S127906A_bin_63	53.36	0.88	316	6	0	Medium-quality
F4973_bin_9	53.37	3.69	36	12	0	Medium-quality
F4981_bin_37	53.38	0.67	313	3	0	Medium-quality
F5176_bin_39	53.41	2.32	292	17	0	Medium-quality
F4905_bin_17	53.44	4.19	730	16	0	Medium-quality
BL-unmapped_bin_398	53.45	0	276	5	0	Medium-quality
C4974_bin_26	53.45	0	609	13	0	Medium-quality
C5071_bin_4	53.45	0	212	38	0	Medium-quality
Duroc-High3_bin_43	53.45	0	422	28	1	Medium-quality
F4372_bin_1	53.45	0	563	23	6	Medium-quality
F4690_bin_89	53.45	3.45	294	11	1	Medium-quality
F4969_bin_46	53.45	1.72	250	26	1	Medium-quality
F4972_bin_51	53.45	0.45	319	10	1	Medium-quality
F5100_bin_6	53.45	2.59	131	10	0	Medium-quality
F5111_bin_76	53.45	0	278	12	0	Medium-quality
F5138_bin_71	53.45	0	423	18	0	Medium-quality
F5141_bin_54	53.45	0	277	35	2	Medium-quality
F5163_bin_44	53.45	1.72	216	14	1	Medium-quality
F5176_bin_55	53.45	0	352	21	0	Medium-quality
F5218_bin_22	53.45	0.86	443	18	0	Medium-quality
F5239_bin_57	53.45	1.72	281	11	0	Medium-quality
F5316_bin_22	53.45	1.72	372	13	0	Medium-quality
F5622_bin_31	53.45	0	391	5	0	Medium-quality
F5640_bin_36	53.45	1.72	490	6	0	Medium-quality
LW2-s126572_bin_32	53.45	0.38	474	4	0	Medium-quality
S60106B_bin_10	53.45	2.59	649	12	0	Medium-quality
S60108A_bin_28	53.45	0	160	27	1	Medium-quality
Duroc-Low2_bin_45	53.47	1.01	443	12	1	Medium-quality
F5250_bin_18	53.47	1.43	605	16	0	Medium-quality
F5515_bin_47	53.48	1.75	601	15	0	Medium-quality
S181206A_bin_9	53.48	4.27	687	12	0	Medium-quality
F5153_bin_19	53.49	0.7	337	7	0	Medium-quality
F5309_bin_30	53.49	0.95	284	11	0	Medium-quality
BL-unmapped_bin_410	53.51	1.75	271	4	0	Medium-quality
QHF6-unmapped_bin_447	53.51	1.75	169	9	0	Medium-quality
F4679_bin_49	53.52	1.76	166	22	0	Medium-quality
QHF6-unmapped_bin_439	53.52	2.63	210	14	0	Medium-quality
S127906A_bin_71	53.56	4.31	661	28	0	Medium-quality
F4653_bin_10	53.57	1.14	677	16	0	Medium-quality
F5345_bin_3	53.57	1.05	340	4	0	Medium-quality
F5572_bin_43	53.58	4.74	432	16	0	Medium-quality
C4978_bin_38	53.61	1.72	238	12	0	Medium-quality
F4669_bin_26	53.61	1.72	716	9	0	Medium-quality
F5110_bin_85	53.61	1.72	320	28	0	Medium-quality
F5165_bin_52	53.61	1.72	140	17	1	Medium-quality
Tibetan-s3480-28F_bin_7	53.61	4.31	854	11	0	Medium-quality
Duroc.SH-FCR.HF1_bin_3	53.62	0	334	12	0	Medium-quality
F5153_bin_34	53.62	4.54	443	24	1	Medium-quality
QHF6-unmapped_bin_460	53.62	0	160	15	0	Medium-quality
F4563_bin_6	53.64	4.24	287	23	4	Medium-quality
F5647_bin_67	53.64	1.01	296	20	0	Medium-quality
S107802B_bin_32	53.64	4.61	734	8	0	Medium-quality
S63506A_bin_17	53.64	0.73	497	13	0	Medium-quality
F5224_bin_68	53.65	4.31	762	9	0	Medium-quality
F5417_bin_41	53.65	1.86	280	6	0	Medium-quality
F5176_bin_56	53.68	0.67	344	13	0	Medium-quality
F5153_bin_15	53.71	4.49	74	10	0	Medium-quality
S181206A_bin_45	53.72	0.93	153	40	0	Medium-quality
F5103_bin_24	53.73	2.14	609	25	0	Medium-quality
F5176_bin_61	53.74	0.96	454	4	1	Medium-quality
QHF6-unmapped_bin_669	53.74	4.09	175	22	1	Medium-quality
F5403_bin_42	53.76	1.72	390	10	0	Medium-quality
F5641_bin_46	53.76	0	242	10	1	Medium-quality
BL-unmapped_bin_1	53.77	1.89	448	18	2	Medium-quality
S53008A_bin_73	53.77	1.89	479	16	2	Medium-quality
BL-unmapped_bin_286	53.78	0.87	359	23	0	Medium-quality
F5163_bin_48	53.78	2.41	489	10	0	Medium-quality
F5210_bin_40	53.79	2.11	569	13	0	Medium-quality
F5633_bin_53	53.79	1.72	311	19	0	Medium-quality
S71402B_bin_36	53.79	0.86	510	9	0	Medium-quality
F5115_bin_65	53.81	0.11	304	7	0	Medium-quality
F4958_bin_27	53.82	3.27	344	6	1	Medium-quality
QHF6-unmapped_bin_475	53.82	1.72	259	16	0	Medium-quality
F5421_bin_53	53.83	4.03	417	10	0	Medium-quality
S191108A_bin_38	53.83	1.07	413	16	0	Medium-quality
Duroc-High8_bin_15	53.84	0.11	79	28	0	Medium-quality
BL-unmapped_bin_194	53.88	1.07	388	8	0	Medium-quality
F4872_bin_24	53.88	3.47	667	12	0	Medium-quality
Tibetan-s3480-3M_bin_14	53.89	4.68	559	11	1	Medium-quality
F5110_bin_83	53.9	1.79	407	45	1	Medium-quality
BL-unmapped_bin_166	53.93	0.67	202	6	0	Medium-quality
BL-unmapped_bin_435	53.93	1.72	297	8	0	Medium-quality
F4552_bin_31	53.93	1.69	26	21	1	Medium-quality
F5307_bin_3	53.98	2.1	153	14	1	Medium-quality
F5455_bin_22	53.99	1.75	671	15	0	Medium-quality
F5497_bin_19	53.99	4.39	868	46	9	Medium-quality
Duroc.SH-FCR.LM1_bin_8	54	5	325	22	2	Medium-quality
F4563_bin_4	54	0	719	16	0	Medium-quality
QHF6-unmapped_bin_333	54	0	197	17	0	Medium-quality
F4988_bin_50	54.02	0	152	9	1	Medium-quality
F5018_bin_32	54.03	1.15	650	27	3	Medium-quality
F4881_bin_53	54.05	3.45	452	9	0	Medium-quality
F4975_bin_17	54.05	4.14	839	12	0	Medium-quality
F4941_bin_17	54.07	2.74	225	34	6	Medium-quality
F4888_bin_10	54.08	0.86	627	7	0	Medium-quality
F5115_bin_69	54.08	3.45	398	18	0	Medium-quality
F5356_bin_19	54.08	4.03	623	12	0	Medium-quality
F5434_bin_46	54.11	3.45	396	17	4	Medium-quality
F5524_bin_21	54.12	0.17	703	18	0	Medium-quality
F4979_bin_61	54.13	2.68	379	10	1	Medium-quality
F5158_bin_63	54.14	1.93	275	13	0	Medium-quality
F4948_bin_71	54.15	3.77	508	10	1	Medium-quality
F5385_bin_50	54.15	0.33	500	21	0	Medium-quality
QHF6-unmapped_bin_545	54.15	0.88	253	16	0	Medium-quality
F4961_bin_46	54.17	3.04	277	9	0	Medium-quality
F4978_bin_9	54.18	3.45	598	11	0	Medium-quality
F5107_bin_36	54.18	1.88	523	18	0	Medium-quality
F5434_bin_29	54.18	1.72	281	7	0	Medium-quality
F5140_bin_27	54.21	4.92	402	16	0	Medium-quality
C5071_bin_40	54.22	0	257	17	0	Medium-quality
F5107_bin_28	54.24	4.29	762	5	0	Medium-quality
F5284_bin_45	54.24	1.4	410	13	0	Medium-quality
F5359_bin_15	54.24	1.43	257	12	0	Medium-quality
F4960_bin_78	54.25	1.9	329	13	0	Medium-quality
F5218_bin_95	54.25	0	360	14	0	Medium-quality
F5432_bin_70	54.27	1.19	296	12	0	Medium-quality
F4364_bin_41	54.3	0.34	299	13	1	Medium-quality
S142704B_bin_45	54.3	2.52	444	9	1	Medium-quality
BL-unmapped_bin_197	54.31	0	137	11	0	Medium-quality
F4922_bin_45	54.31	1.72	382	17	2	Medium-quality
F4976_bin_10	54.31	0.86	278	12	1	Medium-quality
F5021_bin_48	54.31	1.72	260	5	1	Medium-quality
F5176_bin_31	54.31	3.45	511	14	1	Medium-quality
F5244_bin_20	54.31	1.72	617	12	0	Medium-quality
F5250_bin_25	54.31	1.72	379	4	1	Medium-quality
F5457_bin_56	54.31	0	344	24	0	Medium-quality
I4930_bin_10	54.31	1.72	344	33	0	Medium-quality
LW2-s126575_bin_8	54.31	0	300	7	0	Medium-quality
QHF6-unmapped_bin_337	54.31	0	178	23	0	Medium-quality
QHF6-unmapped_bin_503	54.31	0.7	174	13	0	Medium-quality
S133506B_bin_47	54.31	1.72	452	11	0	Medium-quality
S60106B_bin_26	54.31	0	335	5	0	Medium-quality
S95012B_bin_13	54.31	4.17	709	10	0	Medium-quality
F5569_bin_64	54.32	2.82	553	11	0	Medium-quality
LW2-s127530_bin_28	54.35	2.07	537	20	7	Medium-quality
Duroc.SH-FCR.HM3_bin_13	54.36	1.55	441	11	0	Medium-quality
C5071_bin_29	54.39	1.75	252	22	0	Medium-quality
Duroc-Low4_bin_29	54.39	0	162	24	0	Medium-quality
F4399_bin_30	54.39	0	418	16	0	Medium-quality
F5348_bin_42	54.39	0	56	25	1	Medium-quality
QHF6-unmapped_bin_636	54.39	0	137	9	0	Medium-quality
S133506B_bin_41	54.39	1.72	121	26	1	Medium-quality
S41004A_bin_24	54.39	1.75	353	14	0	Medium-quality
F5647_bin_52	54.4	1.28	302	17	0	Medium-quality
QHF6-unmapped_bin_721	54.4	0	57	18	1	Medium-quality
S76602A_bin_58	54.4	0.62	257	25	1	Medium-quality
F5352_bin_5	54.41	0	485	9	0	Medium-quality
S58506A_bin_54	54.41	0.73	420	7	1	Medium-quality
S6202B_bin_46	54.41	0.75	325	13	0	Medium-quality
F4724_bin_23	54.42	1.72	254	20	0	Medium-quality
C4982_bin_6	54.43	4.89	836	28	1	Medium-quality
F5218_bin_94	54.43	1.79	420	14	1	Medium-quality
F5372_bin_12	54.44	0	365	24	0	Medium-quality
F4460_bin_32	54.45	0	333	17	0	Medium-quality
F5366_bin_48	54.45	1.85	354	9	0	Medium-quality
F5512_bin_55	54.45	0.84	348	14	0	Medium-quality
I5640_bin_6	54.47	0	476	16	0	Medium-quality
S127906A_bin_5	54.47	2.59	592	10	3	Medium-quality
F5429_bin_68	54.49	1.57	41	11	0	Medium-quality
I5640_bin_11	54.54	0.77	337	20	0	Medium-quality
F4399_bin_18	54.55	3.64	558	17	0	Medium-quality
F4844_bin_20	54.55	0	96	30	2	Medium-quality
F4905_bin_66	54.55	1.82	733	20	1	Medium-quality
F4950_bin_7	54.55	3.76	671	28	1	Medium-quality
F5313_bin_18	54.55	3.51	494	5	3	Medium-quality
S127906A_bin_80	54.55	1.72	491	15	0	Medium-quality
S75706A_bin_8	54.55	0	368	20	0	Medium-quality
S95008B_bin_10	54.55	3.87	602	8	5	Medium-quality
S57008B_bin_13	54.56	0.89	313	30	0	Medium-quality
LW1-s151250_bin_37	54.58	3.06	450	22	0	Medium-quality
QHF6-unmapped_bin_456	54.59	0	136	14	1	Medium-quality
F4973_bin_20	54.6	1.72	530	17	1	Medium-quality
F5386_bin_43	54.61	1.33	48	13	1	Medium-quality
BL-unmapped_bin_321	54.62	0	321	11	0	Medium-quality
Boar-s7_bin_35	54.62	0	126	26	0	Medium-quality
F4791_bin_44	54.62	0	364	15	0	Medium-quality
F4905_bin_36	54.62	1.05	344	9	0	Medium-quality
S77806B_bin_4	54.62	1.72	448	25	1	Medium-quality
F5143_bin_43	54.64	0	295	4	0	Medium-quality
F5115_bin_20	54.65	0.81	350	18	1	Medium-quality
F5569_bin_78	54.66	1.72	296	9	1	Medium-quality
F5615_bin_10	54.66	1.72	519	13	1	Medium-quality
F5381_bin_33	54.68	0.88	440	24	0	Medium-quality
QHF6-unmapped_bin_700	54.69	3.51	236	7	0	Medium-quality
C4982_bin_28	54.71	1.09	392	27	1	Medium-quality
F4364_bin_32	54.72	2.59	573	19	0	Medium-quality
F4960_bin_73	54.72	3.67	383	14	0	Medium-quality
QHF6-unmapped_bin_148	54.72	0	207	19	1	Medium-quality
S127906A_bin_78	54.72	1.89	439	31	1	Medium-quality
F4653_bin_25	54.73	0.86	324	15	0	Medium-quality
F5575_bin_37	54.74	0.57	177	21	1	Medium-quality
F4460_bin_49	54.75	4.03	634	16	1	Medium-quality
S60108A_bin_30	54.75	1.61	239	17	0	Medium-quality
C4950_bin_19	54.76	3.45	564	14	0	Medium-quality
Duroc-High2_bin_2	54.78	0	406	9	0	Medium-quality
F4659_bin_14	54.78	0	303	14	0	Medium-quality
F5604_bin_5	54.78	0	250	27	0	Medium-quality
Tibetan-s1400-38F_bin_13	54.8	0.86	193	32	3	Medium-quality
F5316_bin_48	54.82	3.83	290	21	0	Medium-quality
F4890_bin_5	54.84	2.26	602	17	0	Medium-quality
F5381_bin_58	54.85	3.75	384	12	0	Medium-quality
F5366_bin_29	54.86	3.51	410	17	1	Medium-quality
F4903_bin_59	54.89	1.89	442	9	1	Medium-quality
F5018_bin_71	54.89	0.02	510	26	3	Medium-quality
F5186_bin_4	54.89	3.45	631	28	0	Medium-quality
F5589_bin_35	54.9	2.63	512	46	1	Medium-quality
F4791_bin_10	54.91	3.64	717	28	0	Medium-quality
F4976_bin_25	54.92	0	115	39	11	Medium-quality
F4948_bin_76	54.93	2.07	401	15	1	Medium-quality
S21104B_bin_39	54.95	1.72	336	9	0	Medium-quality
F4954_bin_47	54.97	3.81	551	8	0	Medium-quality
F4596_bin_75	54.98	0	135	21	2	Medium-quality
F5323_bin_13	54.98	2.85	400	7	0	Medium-quality
F5485_bin_48	54.98	0.78	308	12	1	Medium-quality
LW2-s127530_bin_17	54.98	0.54	170	21	0	Medium-quality
QHF6-unmapped_bin_37	54.98	2.22	224	12	0	Medium-quality
F5138_bin_18	54.99	3.26	1138	17	1	Medium-quality
C4950_bin_26	55	0	227	27	0	Medium-quality
QHF6-unmapped_bin_702	55.01	3.64	259	15	0	Medium-quality
F5486_bin_31	55.02	4.44	320	16	1	Medium-quality
QHF6-unmapped_bin_349	55.02	1.57	496	12	1	Medium-quality
Tibetan-s3800-26F_bin_16	55.02	0.98	234	17	0	Medium-quality
F5046_bin_47	55.04	0.84	334	2	1	Medium-quality
F5298_bin_31	55.04	1.68	323	25	3	Medium-quality
F4894_bin_19	55.05	3.19	150	14	0	Medium-quality
F5288_bin_36	55.06	4.49	109	17	0	Medium-quality
F5485_bin_38	55.06	2.25	26	17	0	Medium-quality
Tibetan-s3800-48F_bin_4	55.06	4.49	181	27	0	Medium-quality
F5123_bin_21	55.07	0	393	36	0	Medium-quality
F4890_bin_50	55.08	1.45	301	8	0	Medium-quality
F5106_bin_32	55.09	0.86	176	11	0	Medium-quality
F5163_bin_64	55.09	3.28	254	21	0	Medium-quality
F5298_bin_9	55.09	1.72	352	22	0	Medium-quality
Tibetan-s3480-28F_bin_21	55.09	0.56	457	9	0	Medium-quality
BL-unmapped_bin_103	55.11	1.44	205	11	0	Medium-quality
F4364_bin_33	55.11	1.14	351	17	1	Medium-quality
F4563_bin_28	55.13	0	112	29	0	Medium-quality
F4726_bin_16	55.14	3.69	496	9	1	Medium-quality
S95008B_bin_42	55.16	0.34	275	7	1	Medium-quality
BL-unmapped_bin_225	55.17	0	266	10	1	Medium-quality
F4679_bin_7	55.17	0	96	10	0	Medium-quality
F5110_bin_91	55.17	2.59	407	6	0	Medium-quality
F5155_bin_71	55.17	0	384	15	0	Medium-quality
F5299_bin_47	55.17	0	375	18	0	Medium-quality
F5453_bin_50	55.17	0	254	5	0	Medium-quality
F5647_bin_14	55.17	0	166	31	6	Medium-quality
QHF6-unmapped_bin_652	55.17	1.72	131	15	0	Medium-quality
S63506B_bin_4	55.17	4.31	369	15	1	Medium-quality
W5021_bin_68	55.17	1.72	244	23	0	Medium-quality
Tibetan-s3800-18M_bin_31	55.18	1.98	458	14	2	Medium-quality
F5510_bin_7	55.2	2.38	413	13	1	Medium-quality
Tibetan-s3800-12F_bin_38	55.2	2.63	250	13	5	Medium-quality
Duroc-Low4_bin_21	55.21	0.93	394	15	0	Medium-quality
F5533_bin_60	55.21	2.19	332	19	0	Medium-quality
F4690_bin_16	55.23	2.61	519	16	0	Medium-quality
F5300_bin_57	55.23	1.45	38	20	0	Medium-quality
QHF6-unmapped_bin_473	55.24	0	15	15	0	Medium-quality
Tibetan-s1400-2M_bin_4	55.25	1.18	790	7	0	Medium-quality
F4993_bin_81	55.26	4.21	315	7	0	Medium-quality
S64110B_bin_14	55.26	3.51	345	14	1	Medium-quality
F4936_bin_25	55.27	0.81	198	25	0	Medium-quality
F5155_bin_51	55.28	2.95	228	8	1	Medium-quality
F4844_bin_57	55.31	0.83	339	30	0	Medium-quality
C4978_bin_46	55.33	1.72	196	25	0	Medium-quality
F5165_bin_48	55.34	0	272	26	0	Medium-quality
S57008B_bin_2	55.34	0.9	334	14	0	Medium-quality
F4969_bin_24	55.36	0.89	176	20	0	Medium-quality
F5106_bin_65	55.36	2.59	199	6	0	Medium-quality
QHF6-unmapped_bin_505	55.36	0.68	288	13	0	Medium-quality
S95008B_bin_44	55.36	2.1	509	18	4	Medium-quality
BL-unmapped_bin_309	55.38	2.14	247	14	0	Medium-quality
F4950_bin_1	55.38	2.06	304	33	10	Medium-quality
LW1-s150761_bin_9	55.38	0.48	123	21	3	Medium-quality
Duroc-High1_bin_49	55.41	1.72	438	17	0	Medium-quality
F4903_bin_23	55.41	1.27	551	13	0	Medium-quality
QHF6-unmapped_bin_611	55.45	1.82	98	14	0	Medium-quality
C4975_bin_57	55.47	0	406	19	4	Medium-quality
Tibetan-s3800-48F_bin_26	55.47	0	267	6	0	Medium-quality
F5138_bin_35	55.48	0.69	565	14	0	Medium-quality
F5184_bin_59	55.49	1.72	385	11	0	Medium-quality
BL-unmapped_bin_343	55.5	0	251	8	0	Medium-quality
F5436_bin_24	55.5	0	273	3	0	Medium-quality
F5173_bin_39	55.52	0	445	12	0	Medium-quality
QHF6-unmapped_bin_626	55.52	0	36	16	1	Medium-quality
S38404A_bin_20	55.54	0.24	309	18	0	Medium-quality
F5097_bin_11	55.56	1.97	402	19	0	Medium-quality
C4982_bin_42	55.57	2.8	365	7	0	Medium-quality
S21104A_bin_4	55.58	0.58	261	9	0	Medium-quality
S46608A_bin_44	55.58	0	368	16	0	Medium-quality
F5018_bin_47	55.59	0.04	106	19	0	Medium-quality
F5634_bin_2	55.59	0	250	28	0	Medium-quality
F5634_bin_91	55.59	0.29	336	3	0	Medium-quality
F4726_bin_79	55.6	0	229	22	0	Medium-quality
F5244_bin_53	55.6	0.21	125	36	1	Medium-quality
Tibetan-s3480-16M_bin_21	55.6	0	130	26	0	Medium-quality
S159812A_bin_2	55.61	0	175	19	0	Medium-quality
F5512_bin_9	55.63	1.43	505	17	0	Medium-quality
F4905_bin_63	55.64	3.45	403	11	0	Medium-quality
F4910_bin_10	55.64	0.16	752	18	0	Medium-quality
F5023_bin_16	55.64	0.47	325	13	0	Medium-quality
F5143_bin_46	55.64	3.51	708	16	1	Medium-quality
Tibetan-s3480-3M_bin_18	55.64	0	315	9	0	Medium-quality
S60108A_bin_24	55.65	4.03	505	11	0	Medium-quality
F4595_bin_47	55.68	0.67	67	19	0	Medium-quality
S28902A_bin_50	55.69	3.45	487	19	0	Medium-quality
F4972_bin_50	55.72	1.9	350	19	0	Medium-quality
F5404_bin_8	55.72	0	339	15	0	Medium-quality
QHF6-unmapped_bin_490	55.73	1.75	202	11	0	Medium-quality
S136810A_bin_32	55.73	2.42	532	16	1	Medium-quality
F5356_bin_39	55.75	1.72	210	18	0	Medium-quality
F5381_bin_67	55.75	0.86	431	11	1	Medium-quality
QHF6-unmapped_bin_465	55.75	1.34	168	3	0	Medium-quality
F5647_bin_55	55.76	3.33	421	11	3	Medium-quality
S21104A_bin_33	55.76	0.1	413	20	0	Medium-quality
F5372_bin_22	55.77	3.67	910	51	3	Medium-quality
F4948_bin_23	55.78	1.76	398	11	0	Medium-quality
BL-unmapped_bin_170	55.8	3.45	201	17	0	Medium-quality
BL-unmapped_bin_319	55.8	0	184	23	0	Medium-quality
F4960_bin_8	55.8	0	348	22	0	Medium-quality
F5345_bin_49	55.8	1.68	548	13	0	Medium-quality
S38902B_bin_25	55.8	0	309	14	1	Medium-quality
S50506B_bin_56	55.8	4.08	542	13	0	Medium-quality
QHF6-unmapped_bin_651	55.81	1.42	188	7	0	Medium-quality
QHF6-unmapped_bin_474	55.82	2.67	99	17	0	Medium-quality
Boar-s22_bin_10	55.83	0	585	25	5	Medium-quality
F5415_bin_56	55.84	1.14	258	15	0	Medium-quality
F5515_bin_9	55.84	1.21	479	19	1	Medium-quality
S80312B_bin_4	55.85	1.46	360	19	8	Medium-quality
S107802B_bin_27	55.87	1.96	322	21	0	Medium-quality
S60108A_bin_6	55.87	1.41	421	8	1	Medium-quality
F5478_bin_71	55.88	1.01	256	10	0	Medium-quality
C4975_bin_66	55.9	1.77	248	14	0	Medium-quality
LW1-s150822_bin_18	55.9	0.17	98	45	0	Medium-quality
Duroc.SH-FCR.HF5_bin_8	55.91	1.01	329	18	0	Medium-quality
F4669_bin_19	55.91	3.45	455	13	5	Medium-quality
BL-unmapped_bin_380	55.93	1.75	122	13	0	Medium-quality
F4894_bin_8	55.94	0.71	516	13	0	Medium-quality
F4726_bin_76	55.95	1.88	326	21	0	Medium-quality
F5447_bin_63	55.95	2.92	318	10	0	Medium-quality
F4560_bin_3	55.96	0	643	19	1	Medium-quality
F5379_bin_52	55.96	1.72	282	12	0	Medium-quality
S114106B_bin_48	55.96	1.07	371	16	3	Medium-quality
F4666_bin_39	55.98	1.34	173	16	0	Medium-quality
F5106_bin_37	55.99	0	385	22	0	Medium-quality
F5256_bin_14	55.99	1.85	180	29	0	Medium-quality
QHF6-unmapped_bin_471	55.99	0.81	232	13	0	Medium-quality
F5302_bin_25	56	3.8	557	5	0	Medium-quality
F5608_bin_48	56.01	0	140	34	2	Medium-quality
Duroc-High6_bin_65	56.03	1.72	485	19	1	Medium-quality
F4554_bin_9	56.03	1.72	919	2	0	Medium-quality
F4993_bin_61	56.03	0	370	14	0	Medium-quality
F5440_bin_12	56.03	3.85	356	18	0	Medium-quality
F5486_bin_27	56.03	1.72	367	14	0	Medium-quality
F5617_bin_39	56.03	0	326	31	2	Medium-quality
QHF6-unmapped_bin_616	56.03	3.45	181	13	0	Medium-quality
S142704B_bin_27	56.03	0	368	14	1	Medium-quality
C4978_bin_48	56.04	0	378	36	0	Medium-quality
Duroc-High3_bin_14	56.05	2.27	309	9	0	Medium-quality
F5403_bin_40	56.05	3.93	660	18	0	Medium-quality
S76602A_bin_49	56.05	3.01	473	9	2	Medium-quality
S29410A_bin_37	56.07	2.54	686	16	0	Medium-quality
F5157_bin_48	56.08	0.48	279	9	0	Medium-quality
F5382_bin_22	56.08	4.32	315	17	0	Medium-quality
Tibetan-s1400-2M_bin_9	56.08	0	307	13	2	Medium-quality
F4930_bin_30	56.09	1.89	329	15	2	Medium-quality
S77806A_bin_28	56.09	3.21	474	19	1	Medium-quality
C4974_bin_33	56.13	2.43	505	12	0	Medium-quality
F5412_bin_54	56.13	1.89	215	19	0	Medium-quality
F4375_bin_56	56.14	0	73	11	0	Medium-quality
F4701_bin_15	56.14	0	43	17	1	Medium-quality
F5115_bin_66	56.14	0	250	13	0	Medium-quality
QHF6-unmapped_bin_500	56.14	1.75	143	7	0	Medium-quality
QHF6-unmapped_bin_647	56.14	0	307	7	0	Medium-quality
S124310A_bin_33	56.14	1.75	172	12	0	Medium-quality
S127906A_bin_41	56.14	3.51	194	21	1	Medium-quality
Tibetan-s1400-55F_bin_4	56.14	0	72	14	1	Medium-quality
QHF6-unmapped_bin_12	56.17	0	161	9	0	Medium-quality
F5235_bin_13	56.18	3.28	747	9	0	Medium-quality
Boar-s8_bin_26	56.19	1.72	130	20	0	Medium-quality
F5046_bin_38	56.19	1.72	441	14	0	Medium-quality
Boar-s19_bin_6	56.2	0.02	151	31	0	Medium-quality
F4844_bin_51	56.21	0	131	20	0	Medium-quality
S120704B_bin_51	56.21	1.72	294	4	1	Medium-quality
W4930_bin_58	56.21	2.07	689	8	0	Medium-quality
F4993_bin_5	56.23	0.19	474	22	0	Medium-quality
S127912A_bin_47	56.23	2.01	297	3	0	Medium-quality
S75706A_bin_48	56.23	0.58	219	14	0	Medium-quality
F4888_bin_1	56.24	3.57	275	22	2	Medium-quality
F5560_bin_50	56.24	2.25	327	7	0	Medium-quality
Boar-s8_bin_9	56.25	1.68	195	34	0	Medium-quality
F5205_bin_18	56.25	0.24	553	9	0	Medium-quality
F5331_bin_37	56.27	0	249	25	6	Medium-quality
F4726_bin_22	56.28	4.95	856	10	0	Medium-quality
C4936_bin_4	56.29	3.88	549	10	0	Medium-quality
F4958_bin_3	56.3	3.51	150	15	1	Medium-quality
F4901_bin_21	56.31	1.47	529	14	0	Medium-quality
F4840_bin_3	56.32	3.45	591	21	1	Medium-quality
F5202_bin_19	56.32	0.86	629	12	0	Medium-quality
Boar-s2_bin_46	56.34	0.2	261	3	0	Medium-quality
S159812B_bin_39	56.34	1.12	49	22	0	Medium-quality
F4596_bin_76	56.35	0	251	11	0	Medium-quality
S127912B_bin_48	56.35	2.24	444	38	0	Medium-quality
F4592_bin_38	56.36	2.63	368	12	0	Medium-quality
F5323_bin_14	56.36	0	291	26	1	Medium-quality
F5570_bin_11	56.36	0	161	25	1	Medium-quality
F5610_bin_46	56.36	3.64	843	16	0	Medium-quality
F5300_bin_49	56.37	0.9	522	16	0	Medium-quality
S118306B_bin_37	56.38	0	348	11	0	Medium-quality
Tibetan-s3480-28F_bin_9	56.38	0.48	305	11	0	Medium-quality
F4372_bin_35	56.39	0.83	681	17	1	Medium-quality
C4978_bin_18	56.4	4.48	725	16	0	Medium-quality
F5385_bin_13	56.42	2.1	457	14	0	Medium-quality
QHF6-unmapped_bin_701	56.43	0	184	7	0	Medium-quality
S114106B_bin_53	56.44	2.04	593	15	1	Medium-quality
S21104A_bin_24	56.44	3.95	401	9	0	Medium-quality
F5108_bin_36	56.46	0.67	99	35	0	Medium-quality
F5242_bin_31	56.48	2.38	332	17	0	Medium-quality
S114106A_bin_23	56.48	0	420	23	0	Medium-quality
S67912A_bin_26	56.49	0.88	323	24	1	Medium-quality
F5524_bin_51	56.51	1.12	580	12	0	Medium-quality
W5021_bin_100	56.52	0	617	12	0	Medium-quality
F5014_bin_20	56.54	1.4	400	6	0	Medium-quality
F5622_bin_41	56.55	2.68	362	10	0	Medium-quality
F5434_bin_30	56.56	0.22	406	12	0	Medium-quality
I4930_bin_18	56.56	2.44	271	5	0	Medium-quality
F5229_bin_10	56.58	1.72	545	8	0	Medium-quality
F4658_bin_29	56.59	0.92	289	12	0	Medium-quality
LW1-s150971_bin_17	56.59	1.75	217	8	0	Medium-quality
F5224_bin_101	56.6	2.68	370	8	1	Medium-quality
F5629_bin_41	56.6	1.89	362	14	0	Medium-quality
F4972_bin_41	56.64	0	161	23	0	Medium-quality
F5348_bin_45	56.64	0.24	68	18	1	Medium-quality
QHF6-unmapped_bin_342	56.64	1.79	164	22	0	Medium-quality
F4983_bin_5	56.65	1.88	695	24	1	Medium-quality
F5332_bin_59	56.65	1.55	337	13	1	Medium-quality
Duroc-High1_bin_44	56.66	1.72	419	39	1	Medium-quality
F4690_bin_13	56.66	0	212	13	0	Medium-quality
F5478_bin_61	56.66	1.72	290	12	2	Medium-quality
QHF6-unmapped_bin_322	56.66	0	160	14	0	Medium-quality
Boar-s10_bin_2	56.68	0.03	273	6	0	Medium-quality
F5352_bin_10	56.68	4.76	956	18	2	Medium-quality
LW2-s126572_bin_61	56.7	0.67	324	8	0	Medium-quality
BL-unmapped_bin_298	56.71	0.86	247	15	0	Medium-quality
F5307_bin_44	56.71	4.55	495	13	1	Medium-quality
F5345_bin_46	56.72	0	335	24	0	Medium-quality
S133506B_bin_53	56.73	3.36	409	4	1	Medium-quality
C4950_bin_23	56.78	1.14	345	11	0	Medium-quality
F5455_bin_20	56.78	0	291	5	0	Medium-quality
